0.60337806 0.396622
0.6083765 0.3916235
0.5779039 0.4220961
0.51204944 0.48795056
0.6495957 0.3504044
0.5550151 0.4449849
0.5519792 0.44802073
0.59769547 0.40230453
0.47117808 0.5288218
0.43639126 0.5636087
0.6015927 0.3984073
0.6137317 0.38626832
0.615447 0.38455293
0.77711946 0.22288054
0.5305773 0.4694226
0.5641397 0.4358603
0.60101044 0.3989896
0.56556034 0.43443963
0.52691287 0.47308716
0.47685286 0.5231471
0.61770666 0.3822933
0.62987334 0.37012666
0.3830458 0.6169542
0.62645954 0.3735404
0.609467 0.39053297
0.15035468 0.8496454
0.5948786 0.40512145
0.65811956 0.34188038
0.36213458 0.6378654
0.53804374 0.46195617
0.48559028 0.5144097
0.08837268 0.91162735
0.18209326 0.8179067
0.47522703 0.524773
0.5125944 0.4874056
0.43997496 0.56002504
0.6350676 0.36493233
0.6120607 0.38793927
0.591866 0.408134
0.55768347 0.4423165
0.63522756 0.36477244
0.58732486 0.4126752
0.44461414 0.5553859
0.5494998 0.4505002
0.62244713 0.37755284
0.53824407 0.46175593
0.610785 0.38921496
0.58153456 0.4184655
0.6116062 0.38839382
0.57994205 0.42005795
0.57241744 0.42758256
0.5431193 0.45688063
0.16238876 0.83761126
0.61009264 0.3899073
0.501078 0.49892193
0.5841262 0.4158738
0.5206343 0.47936568
0.6282187 0.37178132
0.6156948 0.3843052
0.45172974 0.5482703
0.60172933 0.3982707
0.63043255 0.36956745
0.5944097 0.40559033
0.27093655 0.72906345
0.35478127 0.64521873
0.47365016 0.5263498
0.16728592 0.83271414
0.59236795 0.40763205
0.60179913 0.3982009
0.08414199 0.915858
0.4624273 0.5375727
0.47054997 0.52945006
0.35205728 0.64794266
0.3199784 0.68002164
0.5275838 0.47241625
0.4564657 0.54353434
0.45546654 0.54453343
0.31673625 0.6832637
0.25995898 0.74004096
0.09173451 0.9082655
0.4771311 0.52286893
0.45189497 0.54810506
0.60682493 0.3931751
0.43924677 0.5607532
0.6052023 0.3947977
0.4411079 0.55889213
0.55765814 0.44234192
0.4970293 0.5029707
0.40815383 0.59184617
0.60594654 0.3940535
0.33169383 0.6683062
0.5805236 0.4194764
0.45973414 0.5402659
0.60446167 0.3955383
0.5673475 0.43265247
0.50836664 0.49163333
0.49805027 0.5019498
0.47141019 0.52858984
0.5893423 0.4106577
0.5946365 0.40536347
0.6253697 0.37463033
0.5767854 0.4232146
