0.4606668 0.53933316
0.45806757 0.54193234
0.4410004 0.5589996
0.46563625 0.53436375
0.4887685 0.5112315
0.45922068 0.5407793
0.4864256 0.5135745
0.48420805 0.515792
0.4498749 0.55012506
0.45099133 0.5490086
0.46591824 0.53408176
0.46325952 0.5367405
0.47723836 0.5227616
0.4786085 0.52139145
0.49007186 0.50992817
0.44237438 0.5576256
0.4699175 0.53008246
0.48201373 0.5179863
0.47065762 0.52934235
0.47586128 0.52413875
0.45008293 0.5499171
0.46373796 0.536262
0.48796672 0.51203334
0.4710882 0.52891177
0.45059803 0.54940194
0.44054228 0.5594577
0.48280784 0.5171922
0.43584394 0.564156
0.45202363 0.5479764
0.47893652 0.52106345
0.48732755 0.5126725
0.44203246 0.55796754
0.4337326 0.56626743
0.45634428 0.54365575
0.4670696 0.5329304
0.485634 0.51436603
0.47881624 0.5211838
0.48509645 0.51490355
0.48126462 0.5187354
0.482995 0.517005
0.46379817 0.5362018
0.48441845 0.5155815
0.48053718 0.5194628
0.4859613 0.5140387
0.46214116 0.53785884
0.48626783 0.5137322
0.48340455 0.5165954
0.48951882 0.5104811
0.47691166 0.5230883
0.4607212 0.5392788
0.47475055 0.5252495
0.4539944 0.54600567
0.48503116 0.5149688
0.4745973 0.5254027
0.47204512 0.52795494
0.47296545 0.5270345
0.47737506 0.52262485
0.47915357 0.52084637
0.48504767 0.51495236
0.4553832 0.5446168
0.4879302 0.51206976
0.49081898 0.50918096
0.48501608 0.5149839
0.447613 0.552387
0.46010518 0.5398948
0.4604768 0.53952324
0.48811084 0.5118892
0.46735975 0.5326403
0.4795488 0.52045125
0.44346115 0.5565389
0.45500642 0.5449936
0.45458472 0.5454153
0.45800418 0.5419958
0.4556095 0.54439044
0.48258552 0.51741445
0.4891017 0.51089823
0.4526644 0.54733557
0.47338596 0.52661407
0.433491 0.566509
0.4424345 0.55756545
0.4825289 0.5174711
0.48355564 0.5164444
0.46214923 0.5378508
0.45593026 0.5440697
0.48187292 0.5181271
0.48292145 0.5170785
0.45768765 0.5423124
0.4629276 0.53707236
0.48262164 0.51737833
0.48269686 0.5173031
0.4691632 0.5308368
0.45085308 0.5491469
0.49303225 0.5069677
0.46760607 0.532394
0.48386288 0.5161371
0.48086187 0.51913816
0.4797063 0.5202937
0.4516812 0.54831874
0.47335356 0.5266464
0.47299388 0.52700615
0.48244616 0.5175538
0.48393163 0.5160684
